trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
752,True,"{'a': 0, 'e': 0}",20,16,7.582735664175829,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
753,True,"{'a': 0, 'e': 0}",25,11,26.312314900851334,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
754,True,"{'a': 0, 'e': 0}",20,8,25.017686052614135,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,True,"{'a': 0, 'e': 0}",20,14,9.670247794137921,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,True,"{'a': 0, 'e': 0}",20,8,20.07244502829442,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
757,True,"{'a': 0, 'e': 0}",20,10,17.145747053868945,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,True,"{'a': 0, 'e': 0}",25,14,18.33089200895132,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
759,True,"{'a': 0, 'e': 0}",25,7,28.118181002368242,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
760,True,"{'a': 0, 'e': 0}",20,6,26.477442382742286,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,True,"{'a': 0, 'e': 0}",20,8,18.646410538388746,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,True,"{'a': 0, 'e': 0}",20,6,22.841826447973812,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
763,True,"{'a': 0, 'e': 0}",20,10,19.136862558175395,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,True,"{'a': 0, 'e': 0}",20,12,13.457073699216803,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
765,True,"{'a': 0, 'e': 0}",25,3,35.525689678473086,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
766,True,"{'a': 0, 'e': 0}",35,13,34.24376911490116,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,True,"{'a': 0, 'e': 0}",20,7,22.315537699924825,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
768,True,"{'a': 0, 'e': 0}",30,16,26.438202645480274,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
769,True,"{'a': 0, 'e': 0}",20,8,17.973972232156886,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
770,True,"{'a': 0, 'e': 0}",20,12,15.2426161570952,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
771,True,"{'a': 0, 'e': 0}",25,8,26.770556239392956,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,True,"{'a': 0, 'e': 0}",25,10,25.298576945088357,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,True,"{'a': 0, 'e': 0}",25,13,22.966171955656662,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
774,True,"{'a': 0, 'e': 0}",25,14,19.168679255720583,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,True,"{'a': 0, 'e': 0}",20,12,13.530583488390736,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,True,"{'a': 0, 'e': 0}",20,3,21.814283939694988,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,True,"{'a': 0, 'e': 0}",20,13,12.481712444849691,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,True,"{'a': 0, 'e': 0}",25,17,14.38311390512807,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
779,True,"{'a': 0, 'e': 0}",20,11,16.092913246898117,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
780,True,"{'a': 0, 'e': 0}",25,7,30.74483968551703,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
781,True,"{'a': 0, 'e': 0}",25,15,17.40572301742636,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
782,True,"{'a': 0, 'e': 0}",25,20,9.795019413556478,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
783,True,"{'a': 0, 'e': 0}",20,12,15.347802648266983,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
784,True,"{'a': 0, 'e': 0}",30,18,23.124007285711123,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,True,"{'a': 0, 'e': 0}",30,18,24.215658960096548,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,True,"{'a': 0, 'e': 0}",20,9,16.68669249114999,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,True,"{'a': 0, 'e': 0}",20,6,15.073742587132696,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,True,"{'a': 0, 'e': 0}",20,8,21.845381340781575,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
789,True,"{'a': 0, 'e': 0}",20,16,9.011719057068861,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
790,True,"{'a': 0, 'e': 0}",20,9,14.035246397870708,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
791,True,"{'a': 0, 'e': 0}",20,9,18.62926372867206,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
792,True,"{'a': 0, 'e': 0}",25,15,15.376021679574615,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
793,True,"{'a': 0, 'e': 0}",30,19,18.019898417321546,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
794,True,"{'a': 0, 'e': 0}",25,12,19.804817455295307,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,True,"{'a': 0, 'e': 0}",20,9,19.79848119569888,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
796,True,"{'a': 0, 'e': 0}",20,16,6.7391586065455575,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,True,"{'a': 0, 'e': 0}",20,3,30.425098408111666,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
798,True,"{'a': 0, 'e': 0}",20,8,20.714306114828457,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
799,True,"{'a': 0, 'e': 0}",20,12,13.840335925562854,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
800,True,"{'a': 0, 'e': 0}",20,16,9.762674914552665,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,True,"{'a': 0, 'e': 0}",30,8,34.7624790580577,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
802,True,"{'a': 0, 'e': 0}",20,8,14.577029908840878,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
803,True,"{'a': 0, 'e': 0}",20,7,21.071837104900506,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,True,"{'a': 0, 'e': 0}",25,18,11.672611409731225,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,True,"{'a': 0, 'e': 0}",20,11,15.071879897460716,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
806,True,"{'a': 0, 'e': 0}",35,16,32.7756629343827,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
807,True,"{'a': 0, 'e': 0}",25,14,19.57741679392849,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
808,True,"{'a': 0, 'e': 0}",30,14,28.88732578019092,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,True,"{'a': 0, 'e': 0}",25,12,26.345782030116474,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
810,True,"{'a': 0, 'e': 0}",25,8,29.463132243449472,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
811,True,"{'a': 0, 'e': 0}",25,14,21.610046868470214,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
812,True,"{'a': 0, 'e': 0}",20,12,18.464426956685102,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
813,True,"{'a': 0, 'e': 0}",25,8,37.18024615155316,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
814,True,"{'a': 0, 'e': 0}",20,6,23.783585458975438,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
815,True,"{'a': 0, 'e': 0}",20,8,19.31594871221966,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
816,True,"{'a': 0, 'e': 0}",20,3,34.23712474933509,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
817,True,"{'a': 0, 'e': 0}",20,3,18.823333282819398,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
818,True,"{'a': 0, 'e': 0}",35,17,34.30111834440288,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
819,True,"{'a': 0, 'e': 0}",20,9,17.970408022906298,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
820,True,"{'a': 0, 'e': 0}",20,6,14.18627095956607,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
821,True,"{'a': 0, 'e': 0}",20,3,30.692993830805424,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
822,True,"{'a': 0, 'e': 0}",25,7,29.603156717714903,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
823,True,"{'a': 0, 'e': 0}",25,11,22.904297795450923,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
824,True,"{'a': 0, 'e': 0}",30,20,20.79252482556946,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
825,True,"{'a': 0, 'e': 0}",20,12,15.691212653406371,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
826,True,"{'a': 0, 'e': 0}",25,18,13.375792922253524,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
827,True,"{'a': 0, 'e': 0}",25,15,19.748071476613482,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
828,True,"{'a': 0, 'e': 0}",30,13,28.243476834315832,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
829,True,"{'a': 0, 'e': 0}",30,12,36.0305648339317,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
830,True,"{'a': 0, 'e': 0}",30,20,19.895713159278063,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
831,True,"{'a': 0, 'e': 0}",35,21,24.618973461833107,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
832,True,"{'a': 0, 'e': 0}",25,8,24.475245289397947,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
833,True,"{'a': 0, 'e': 0}",20,7,24.85382050593312,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
834,True,"{'a': 0, 'e': 0}",25,11,27.137754816133576,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
835,True,"{'a': 0, 'e': 0}",20,5,23.272186014520305,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
836,True,"{'a': 0, 'e': 0}",25,8,32.04151433847699,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
837,True,"{'a': 0, 'e': 0}",20,8,24.088435393795617,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
838,True,"{'a': 0, 'e': 0}",25,11,28.990103620312382,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
839,True,"{'a': 0, 'e': 0}",25,18,16.079720410772527,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
840,True,"{'a': 0, 'e': 0}",20,13,12.006509574507149,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
841,True,"{'a': 0, 'e': 0}",20,13,12.940877081530308,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
842,True,"{'a': 0, 'e': 0}",25,12,19.77556664657514,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
843,True,"{'a': 0, 'e': 0}",30,14,24.753982753130614,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
844,True,"{'a': 0, 'e': 0}",35,22,24.240869293570103,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
845,True,"{'a': 0, 'e': 0}",20,10,19.862244586763833,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
846,True,"{'a': 0, 'e': 0}",25,3,31.796758956044613,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
847,True,"{'a': 0, 'e': 0}",20,14,10.81719390793203,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
848,True,"{'a': 0, 'e': 0}",20,8,17.085720982593898,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
849,True,"{'a': 0, 'e': 0}",20,13,12.14601333867933,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
850,True,"{'a': 0, 'e': 0}",25,13,17.432129754351646,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
851,True,"{'a': 0, 'e': 0}",20,12,16.395642647943244,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
852,True,"{'a': 0, 'e': 0}",20,13,13.461953758879185,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
853,True,"{'a': 0, 'e': 0}",20,16,8.38237696641501,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
854,True,"{'a': 0, 'e': 0}",20,6,26.17009456301264,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
855,True,"{'a': 0, 'e': 0}",20,10,16.136611184432404,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
856,True,"{'a': 0, 'e': 0}",30,10,31.266899967981686,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
857,True,"{'a': 0, 'e': 0}",20,7,23.134175461804958,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
858,True,"{'a': 0, 'e': 0}",30,12,34.19612053353087,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
859,True,"{'a': 0, 'e': 0}",20,6,14.945514523523133,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
860,True,"{'a': 0, 'e': 0}",20,6,15.0613141637896,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
861,True,"{'a': 0, 'e': 0}",25,14,22.97617554091259,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
862,True,"{'a': 0, 'e': 0}",25,13,17.982438975227737,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
863,True,"{'a': 0, 'e': 0}",30,12,26.24600387919784,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
864,True,"{'a': 0, 'e': 0}",25,10,26.38260029973395,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
865,True,"{'a': 0, 'e': 0}",30,17,20.27125969873409,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
866,True,"{'a': 0, 'e': 0}",20,16,7.222351124049485,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
867,True,"{'a': 0, 'e': 0}",25,8,28.734916266143447,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
868,True,"{'a': 0, 'e': 0}",30,8,41.75683727746253,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
869,True,"{'a': 0, 'e': 0}",25,15,17.13969632803495,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
870,True,"{'a': 0, 'e': 0}",25,16,11.90739566712626,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
871,True,"{'a': 0, 'e': 0}",20,10,16.62523576490119,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
872,True,"{'a': 0, 'e': 0}",20,10,18.480404875216138,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
873,True,"{'a': 0, 'e': 0}",25,11,23.837637282203954,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
874,True,"{'a': 0, 'e': 0}",30,18,21.77050180407489,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
875,True,"{'a': 0, 'e': 0}",30,16,23.271467092900313,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
876,True,"{'a': 0, 'e': 0}",30,16,27.08531506967983,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
877,True,"{'a': 0, 'e': 0}",20,6,17.598710003235563,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
878,True,"{'a': 0, 'e': 0}",20,16,9.758429095335268,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
879,True,"{'a': 0, 'e': 0}",20,9,21.092460297198866,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
880,True,"{'a': 0, 'e': 0}",25,13,22.710155938608658,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
881,True,"{'a': 0, 'e': 0}",25,11,21.194356413344774,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
882,True,"{'a': 0, 'e': 0}",20,6,26.23876884973927,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
883,True,"{'a': 0, 'e': 0}",20,16,6.957823950292401,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
884,True,"{'a': 0, 'e': 0}",20,10,20.107071073127756,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
885,True,"{'a': 0, 'e': 0}",25,17,15.730660703351571,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
886,True,"{'a': 0, 'e': 0}",25,11,24.028948337105714,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
887,True,"{'a': 0, 'e': 0}",20,12,17.470502008376076,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
888,True,"{'a': 0, 'e': 0}",20,7,21.35941405185821,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
889,True,"{'a': 0, 'e': 0}",20,9,23.177347141174437,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
890,True,"{'a': 0, 'e': 0}",30,20,19.23121183447376,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
891,True,"{'a': 0, 'e': 0}",20,3,24.332940987693,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
892,True,"{'a': 0, 'e': 0}",30,16,25.729705948189537,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
893,True,"{'a': 0, 'e': 0}",20,4,32.41753508552615,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
894,True,"{'a': 0, 'e': 0}",20,8,23.82107812442706,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
895,True,"{'a': 0, 'e': 0}",25,17,13.34576360470101,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
896,True,"{'a': 0, 'e': 0}",25,8,32.40073771223174,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
897,True,"{'a': 0, 'e': 0}",25,13,14.910105040346725,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
898,True,"{'a': 0, 'e': 0}",20,13,9.932293436617364,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
899,True,"{'a': 0, 'e': 0}",25,19,14.258041714878354,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
900,True,"{'a': 0, 'e': 0}",20,7,22.51988629709936,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
901,True,"{'a': 0, 'e': 0}",30,17,21.592131634573096,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
902,True,"{'a': 0, 'e': 0}",25,14,17.499883191375716,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
903,True,"{'a': 0, 'e': 0}",30,13,33.22435714210485,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
904,True,"{'a': 0, 'e': 0}",20,15,8.363678532272724,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
905,True,"{'a': 0, 'e': 0}",25,12,27.137016243240367,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
906,True,"{'a': 0, 'e': 0}",25,10,33.66895311259057,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
907,True,"{'a': 0, 'e': 0}",30,15,27.38443428541505,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
908,True,"{'a': 0, 'e': 0}",30,22,15.845253656389078,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
909,True,"{'a': 0, 'e': 0}",20,9,15.988535094986647,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
910,True,"{'a': 0, 'e': 0}",20,9,17.794840259054567,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
911,True,"{'a': 0, 'e': 0}",20,6,20.815983020284495,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
912,True,"{'a': 0, 'e': 0}",30,24,10.99841134457983,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
913,True,"{'a': 0, 'e': 0}",30,16,19.671176290065624,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
914,True,"{'a': 0, 'e': 0}",20,12,14.537266270672141,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
915,True,"{'a': 0, 'e': 0}",25,13,23.905169494604245,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
916,True,"{'a': 0, 'e': 0}",25,3,38.6711944266569,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
917,True,"{'a': 0, 'e': 0}",25,11,25.233405164847746,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
918,True,"{'a': 0, 'e': 0}",30,7,41.727555457258255,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
919,True,"{'a': 0, 'e': 0}",20,6,23.204178059459014,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
920,True,"{'a': 0, 'e': 0}",30,19,22.30598055977233,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
921,True,"{'a': 0, 'e': 0}",35,8,51.588612789805474,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
922,True,"{'a': 0, 'e': 0}",20,3,22.35445181419946,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
923,True,"{'a': 0, 'e': 0}",20,12,17.821600601427345,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
924,True,"{'a': 0, 'e': 0}",20,16,6.954476101628639,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
925,True,"{'a': 0, 'e': 0}",20,0,32.580265636913225,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
926,True,"{'a': 0, 'e': 0}",20,10,21.23282405152928,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
927,True,"{'a': 0, 'e': 0}",20,11,15.995989156370511,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
928,True,"{'a': 0, 'e': 0}",30,13,36.879571057860566,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
929,True,"{'a': 0, 'e': 0}",20,8,21.737810098653235,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
930,True,"{'a': 0, 'e': 0}",20,13,12.570325529550653,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
931,True,"{'a': 0, 'e': 0}",20,15,9.162859497300254,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
932,True,"{'a': 0, 'e': 0}",20,12,15.027750929505375,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
933,True,"{'a': 0, 'e': 0}",30,16,26.21171321679496,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
934,True,"{'a': 0, 'e': 0}",20,10,21.339766147042507,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
935,True,"{'a': 0, 'e': 0}",20,6,26.177842283094805,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
936,True,"{'a': 0, 'e': 0}",20,12,16.088101839879734,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
937,True,"{'a': 0, 'e': 0}",20,8,23.53444484935835,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
938,True,"{'a': 0, 'e': 0}",20,13,11.330108671965275,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
939,True,"{'a': 0, 'e': 0}",25,11,25.96280949106934,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
940,True,"{'a': 0, 'e': 0}",20,11,17.767613018017503,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
941,True,"{'a': 0, 'e': 0}",25,12,22.34473369509461,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
942,True,"{'a': 0, 'e': 0}",25,7,31.062160738026776,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
943,True,"{'a': 0, 'e': 0}",30,12,29.232718667533288,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
944,True,"{'a': 0, 'e': 0}",20,13,13.721474784174333,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
945,True,"{'a': 0, 'e': 0}",30,10,33.278218048960994,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
946,True,"{'a': 0, 'e': 0}",25,13,20.270270731756654,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
947,True,"{'a': 0, 'e': 0}",20,12,17.585624890340238,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
948,True,"{'a': 0, 'e': 0}",30,13,24.643054545364155,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
949,True,"{'a': 0, 'e': 0}",20,3,16.537755145810856,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
950,True,"{'a': 0, 'e': 0}",30,18,21.472788129929423,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
951,True,"{'a': 0, 'e': 0}",30,10,33.18162815933205,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
952,True,"{'a': 0, 'e': 0}",20,6,24.09969187285227,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
953,True,"{'a': 0, 'e': 0}",20,7,24.839222179514106,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
954,True,"{'a': 0, 'e': 0}",20,3,29.69784661809488,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
955,True,"{'a': 0, 'e': 0}",20,11,13.608903345100709,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
956,True,"{'a': 0, 'e': 0}",20,5,29.924632610254783,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
957,True,"{'a': 0, 'e': 0}",20,6,23.183993875050977,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
958,True,"{'a': 0, 'e': 0}",20,14,10.834531672587408,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
959,True,"{'a': 0, 'e': 0}",25,11,24.837416699091975,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
960,True,"{'a': 0, 'e': 0}",25,18,12.8539935785616,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
961,True,"{'a': 0, 'e': 0}",20,6,21.390308748771425,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
962,True,"{'a': 0, 'e': 0}",20,11,16.56238105489134,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
